date,temperature_2m,relative_humidity_2m,apparent_temperature,weather_code,wind_speed_10m
2023-08-12 13:00:00+00:00,20.4065,64.36676,17.017687,30.827856,222.63371
2023-08-12 14:00:00+00:00,20.956501,62.833164,17.737928,32.647057,228.57643
2023-08-12 15:00:00+00:00,20.2565,66.030846,17.182007,29.275326,225.49815
2023-08-12 16:00:00+00:00,20.2565,65.60299,17.035515,30.037897,224.9999
2023-08-12 17:00:00+00:00,19.8065,68.33834,16.902855,28.348713,229.63554
2023-08-12 18:00:00+00:00,19.4065,70.74227,17.12626,24.442913,223.8066
2023-08-12 19:00:00+00:00,18.4065,74.3282,16.405844,22.039528,218.36752
2023-08-12 20:00:00+00:00,17.4065,78.64155,15.458681,21.437386,220.91429
2023-08-12 21:00:00+00:00,16.8065,82.48554,15.029322,20.633371,222.87889
2023-08-12 22:00:00+00:00,16.0065,86.793594,14.4521675,19.107151,222.70937
2023-08-12 23:00:00+00:00,15.4565,89.61016,14.176853,17.10284,220.73201
2023-08-13 00:00:00+00:00,15.5065,90.49056,14.324345,16.92383,218.08882
2023-08-13 01:00:00+00:00,15.4565,89.61016,14.244062,16.641972,218.85338
2023-08-13 02:00:00+00:00,15.1565,91.35224,13.910873,16.870138,219.80553
2023-08-13 03:00:00+00:00,15.2065,91.35546,14.058348,16.323528,221.42357
2023-08-13 04:00:00+00:00,15.3065,91.06591,14.358543,15.072783,220.15593
2023-08-13 05:00:00+00:00,15.3065,91.36186,14.432301,14.689588,216.02747
2023-08-13 06:00:00+00:00,16.1565,85.68827,14.681492,18.440998,218.65984
2023-08-13 07:00:00+00:00,16.8565,82.224335,15.316257,19.008545,217.30403
2023-08-13 08:00:00+00:00,17.7565,78.18389,15.940453,21.142147,227.07004
2023-08-13 09:00:00+00:00,18.8565,72.972046,16.761559,23.051247,231.34016
2023-08-13 10:00:00+00:00,19.3565,69.593666,17.098673,23.557316,231.20343
2023-08-13 11:00:00+00:00,20.4065,62.709496,17.827318,25.582806,230.71062
2023-08-13 12:00:00+00:00,21.1565,57.197506,18.60865,24.696102,233.29706
2023-08-13 13:00:00+00:00,21.7565,55.49742,18.897408,25.772078,228.96475
2023-08-13 14:00:00+00:00,21.8565,53.905415,18.960707,25.772078,228.96475
2023-08-13 15:00:00+00:00,21.6565,53.854137,18.547777,25.35637,231.34016
2023-08-13 16:00:00+00:00,20.706501,58.225124,17.828772,24.43761,224.9999
2023-08-13 17:00:00+00:00,20.3565,58.717537,17.451336,24.184391,224.39697
2023-08-13 18:00:00+00:00,19.3065,65.18611,17.099121,20.746122,218.65982
2023-08-13 19:00:00+00:00,18.0565,69.79617,16.259445,17.595861,210.76265
2023-08-13 20:00:00+00:00,17.0065,74.576294,15.3336525,16.746773,205.4633
2023-08-13 21:00:00+00:00,16.706501,77.77215,15.220633,16.263872,207.69939
2023-08-13 22:00:00+00:00,16.1065,83.75376,15.064112,14.512064,203.38524
2023-08-13 23:00:00+00:00,15.9065,86.78405,15.0442505,14.118243,199.35909
2023-08-14 00:00:00+00:00,15.5565,87.31748,14.74934,13.138765,189.46225
2023-08-14 01:00:00+00:00,16.0065,84.56491,14.974363,14.561099,188.53069
2023-08-14 02:00:00+00:00,16.206501,82.95068,15.042532,15.226764,186.78888
2023-08-14 03:00:00+00:00,16.0565,83.20364,15.028465,14.05845,182.93561
2023-08-14 04:00:00+00:00,16.1565,84.306656,15.333824,13.363711,175.36462
2023-08-14 05:00:00+00:00,16.206501,89.08974,16.420134,8.473393,167.73524
2023-08-14 06:00:00+00:00,16.706501,89.41679,16.468527,12.979984,183.17976
2023-08-14 07:00:00+00:00,17.4065,88.615295,17.215195,14.113653,185.85593
2023-08-14 08:00:00+00:00,17.9065,85.86619,17.744642,13.910169,190.43742
2023-08-14 09:00:00+00:00,19.6565,75.99055,18.128542,22.73707,203.31773
2023-08-14 10:00:00+00:00,20.3565,73.00167,18.46817,25.338476,202.55728
2023-08-14 11:00:00+00:00,20.9065,70.79592,18.9638,25.842384,198.68744
2023-08-14 12:00:00+00:00,21.6565,68.48632,19.954638,24.72495,196.06006
2023-08-14 13:00:00+00:00,21.6065,68.696014,19.542215,27.210379,197.71588
